"Sentence";"Word"
"Such scenes of slaughter, a tragedy overlooked for years, are at last forcing their way into the public consciousness. Reports of the elephant�s plight are now stirring outrage in every part of the world.";"to stir"
"Such scenes of slaughter, a tragedy overlooked for years, are at last forcing their way into the public consciousness. Reports of the elephant�s plight are now stirring outrage in every part of the world.";"outrage"
"Such scenes of slaughter, a tragedy overlooked for years, are at last forcing their way into the public consciousness. Reports of the elephant�s plight are now stirring outrage in every part of the world.";"plight"
"Unless led away, an orphaned elephant will linger by its fallen mother until it collapses from starvation or thirst. And a mature elephant coming across a carcass, even one streaked with vulture droppings, will try to rouse it to life with a gentle prod o";"prod"
"Unless led away, an orphaned elephant will linger by its fallen mother until it collapses from starvation or thirst. And a mature elephant coming across a carcass, even one streaked with vulture droppings, will try to rouse it to life with a gentle prod o";"vulture"
"Some frightened poachers dump their tusks into the Ruaha River rather than risk getting caught. But it is late for Tanzania�s elephants. Between 1979 and 1987 their population plummeted from about 316.00 to 85.000.";"poacher"
"Unless led away, an orphaned elephant will linger by its fallen mother until it collapses from starvation or thirst. And a mature elephant coming across a carcass, even one streaked with vulture droppings, will try to rouse it to life with a gentle prod o";"to streak"
"In recent months the trade has been in retreat. Responding to growing public indignation, many industrialized nations have declared a moratorium on ivory imports.";"moratorium"
"Unless led away, an orphaned elephant will linger by its fallen mother until it collapses from starvation or thirst. And a mature elephant coming across a carcass, even one streaked with vulture droppings, will try to rouse it to life with a gentle prod o";"to come across"
"Unless led away, an orphaned elephant will linger by its fallen mother until it collapses from starvation or thirst. And a mature elephant coming across a carcass, even one streaked with vulture droppings, will try to rouse it to life with a gentle prod o";"to linger"
"In a corner of the room, elephant tails, rancid and maggot infested lie in a heap. Behind the building, skulls bleach in the sun. And just up a slope, an orphaned elephant greedily nurses on a bottle of formula and suckles at the fingers of its human keep";"to suckle"
"In a corner of the room, elephant tails, rancid and maggot infested lie in a heap. Behind the building, skulls bleach in the sun. And just up a slope, an orphaned elephant greedily nurses on a bottle of formula and suckles at the fingers of its human keep";"formula"
"In a corner of the room, elephant tails, rancid and maggot infested lie in a heap. Behind the building, skulls bleach in the sun. And just up a slope, an orphaned elephant greedily nurses on a bottle of formula and suckles at the fingers of its human keep";"to nurse"
"In a corner of the room, elephant tails, rancid and maggot infested lie in a heap. Behind the building, skulls bleach in the sun. And just up a slope, an orphaned elephant greedily nurses on a bottle of formula and suckles at the fingers of its human keep";"to bleach"
"In a corner of the room, elephant tails, rancid and maggot infested lie in a heap. Behind the building, skulls bleach in the sun. And just up a slope, an orphaned elephant greedily nurses on a bottle of formula and suckles at the fingers of its human keep";"in a heap"
"In a corner of the room, elephant tails, rancid and maggot infested lie in a heap. Behind the building, skulls bleach in the sun. And just up a slope, an orphaned elephant greedily nurses on a bottle of formula and suckles at the fingers of its human keep";"maggot"
"A storage room in Kenya�s Tsavo National Park, were poaching has been rampant, bears witness to this carnage. Tiny bloodstained tusks from infant elephants fill an entire shelf.";"to be rampant"
"Unless led away, an orphaned elephant will linger by its fallen mother until it collapses from starvation or thirst. And a mature elephant coming across a carcass, even one streaked with vulture droppings, will try to rouse it to life with a gentle prod o";"droppings"
